appId,content,stars,at,thumbsUpCount
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-05-11,12
nimbus,Cancelled the subscription and was billed again the following month. And then search does not find text that i can see with my own eyes in a note.,2,2025-12-03,0
payflow,The chat bot loops back to the same articles and there is no human option. And then verification rejected my passport twice with no reason given.,2,2025-06-10,1
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2026-04-27,0
fittrack,Interface is clear and logging a session takes seconds. Genuinely considering switching.,4,2025-12-29,0
nimbus,Tags are useless because search ignores them completely. On top of that recovered nothing after the update wiped my most recent entries. Please fix this.,2,2026-06-18,0
nimbus,Recovered nothing after the update wiped my most recent entries. And then search does not find text that i can see with my own eyes in a note.,1,2026-03-03,8
nimbus,Finding an old note takes longer than rewriting it.,3,2025-03-17,0
fittrack,I screenshot my stats each month because there is no proper export. Happens on both my devices.,1,2025-11-15,0
nimbus,The sync spinner runs forever and then just stops without an error.,1,2025-11-02,17
payflow,Uploaded my documents four times and each time it asks again. Nobody seems to be looking at it.,1,2026-04-29,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2026-06-03,4
payflow,Clean app and the recipient management is well done.,5,2025-02-21,1
nimbus,I know the word is in there but search returns nothing.,2,2026-04-19,6
fittrack,Been using it for two years and the history view is excellent.,5,2026-03-16,67
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-05-19,0
nimbus,The app closed itself and my unsaved draft was simply gone.,1,2025-10-15,5
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2025-05-05,3
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2026-04-04,6
payflow,Sent a payment that shows as pending five days later with no explanation.,2,2025-08-24,4
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-09-04,1
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-07-03,0
nimbus,Tags are useless because search ignores them completely.,1,2026-04-17,0
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-12-23,56
fittrack,"Distance is wrong every single time, so I now carry a separate watch. On top of that workouts on my watch never make it into the phone app. This has been going on for months now.",2,2025-03-06,2
payflow,Verification rejected my passport twice with no reason given. Also the chat bot loops back to the same articles and there is no human option.,1,2025-02-19,22
fittrack,Background tracking eats power even when I am not exercising. And then the watch and the app disagree about how many steps i took today.,1,2026-07-01,0
payflow,Clean app and the recipient management is well done. Nobody seems to be looking at it.,5,2025-02-08,4
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead. Also lost an hour of writing when the app crashed without saving.",2,2025-08-12,0
payflow,I compare against another provider before every transfer now. On top of that sent a payment that shows as pending five days later with no explanation.,2,2025-10-12,21
fittrack,Workouts on my watch never make it into the phone app. On top of that export produces a file that no other fitness app will read. Nobody seems to be looking at it.,1,2026-05-28,0
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-12-21,14
fittrack,Been using it for two years and the history view is excellent. Please fix this.,5,2026-03-06,2
fittrack,There is no way to get my own data out in a usable format.,2,2026-01-03,0
fittrack,I screenshot my stats each month because there is no proper export.,1,2025-06-03,0
payflow,Uploaded my documents four times and each time it asks again. Genuinely considering switching.,1,2025-08-08,1
fittrack,Background tracking eats power even when I am not exercising.,1,2025-06-21,5
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. Otherwise a decent app.",3,2025-11-19,0
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2026-01-17,0
fittrack,"I export from the watch app and import here manually, which is ridiculous.",1,2025-01-21,2
nimbus,"Simple, quick and does exactly what I need day to day.",4,2025-12-10,0
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2026-04-27,1
fittrack,I screenshot my stats each month because there is no proper export.,3,2025-08-05,8
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",2,2026-04-10,15
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2025-10-11,8
fittrack,"It takes four minutes to get a GPS lock, by which point I have started. This has been going on for months now.",1,2025-05-13,10
fittrack,Been using it for two years and the history view is excellent.,4,2025-03-12,0
payflow,Uploaded my documents four times and each time it asks again.,1,2026-01-15,1
payflow,Setting up a new recipient is quick and painless.,5,2026-05-03,3
fittrack,Export produces a file that no other fitness app will read.,2,2026-05-18,2
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-04-13,9
nimbus,"I now write everything in another app first and paste it in, which defeats the point. Genuinely considering switching.",1,2026-02-22,5
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-12-04,0
payflow,Support has not replied to my ticket in three weeks.,2,2025-03-31,0
nimbus,The sync spinner runs forever and then just stops without an error. And then i know the word is in there but search returns nothing.,1,2025-07-07,1
fittrack,Pace readings jump around wildly and ruin the whole activity. Nobody seems to be looking at it.,1,2026-02-09,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",3,2025-08-16,30
payflow,Much cheaper than my bank for international payments. Genuinely considering switching.,4,2025-05-06,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,3,2026-01-24,1
nimbus,The sync spinner runs forever and then just stops without an error.,1,2025-08-04,2
payflow,The exchange rate at confirmation is worse than the one advertised.,3,2025-05-08,1
fittrack,"I export from the watch app and import here manually, which is ridiculous. On top of that phone gets hot and the battery is dead before i get home.",1,2025-02-25,1
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2026-01-23,0
nimbus,Tags are useless because search ignores them completely.,2,2026-06-08,4
fittrack,Been using it for two years and the history view is excellent.,5,2025-04-03,7
payflow,Uploaded my documents four times and each time it asks again.,1,2026-01-24,0
payflow,"The chat bot loops back to the same articles and there is no human option. And then the app said the transfer succeeded, the recipient never received anything.",1,2026-03-12,1
nimbus,Cancelled the subscription and was billed again the following month.,2,2026-04-28,0
nimbus,The upgrade screen does not say what the free tier actually loses.,2,2025-09-12,1
nimbus,Sync silently fails and I only notice when a note is missing at work.,2,2026-04-02,12
fittrack,The watch and the app disagree about how many steps I took today.,1,2025-10-11,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-09-25,10
nimbus,A long note reverted to an old version and there is no history to restore from. Also notes i wrote on the train were gone by the time i opened the app at home.,1,2026-06-11,0
payflow,I compare against another provider before every transfer now. Please fix this.,3,2025-05-15,1
fittrack,Been using it for two years and the history view is excellent.,5,2025-12-03,0
nimbus,Cancelled the subscription and was billed again the following month.,1,2025-10-14,2
nimbus,"Best note app I have used, genuinely fast to open.",5,2026-04-11,0
fittrack,The watch and the app disagree about how many steps I took today. Happens on both my devices.,1,2025-05-29,1
payflow,Transfer failed but the money left my account and has not come back. Happens on both my devices.,1,2026-06-25,0
nimbus,"Simple, quick and does exactly what I need day to day.",5,2026-01-16,2
payflow,I use my bank's own app now because at least the transfers complete. Happens on both my devices.,2,2025-07-19,0
payflow,Stuck in an endless identity verification loop that never completes.,1,2025-09-09,5
payflow,Support has not replied to my ticket in three weeks.,2,2025-12-02,3
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2025-06-08,0
payflow,Fees are not shown until after the transfer is authorised. Also had to complain publicly before anyone responded to me.,2,2025-12-03,0
payflow,No phone number anywhere for an issue involving actual money. This has been going on for months now.,2,2025-01-31,1
nimbus,Tags are useless because search ignores them completely.,1,2025-04-30,19
payflow,Clean app and the recipient management is well done.,5,2026-04-29,0
nimbus,Refund request has gone unanswered for two weeks.,1,2025-04-06,4
payflow,Support has not replied to my ticket in three weeks. But i gave up and opened an account with a competitor instead.,1,2025-08-09,0
fittrack,I screenshot my stats each month because there is no proper export. Also gps drifts badly so a five kilometre run is logged as seven.,3,2025-02-20,2
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2026-03-15,19
fittrack,Phone gets hot and the battery is dead before I get home.,2,2026-03-09,0
fittrack,The route map shows me running through buildings and across a river. This has been going on for months now.,1,2025-08-01,1
payflow,Stuck in an endless identity verification loop that never completes. But support has not replied to my ticket in three weeks. Rating will go up when it is fixed.,1,2026-02-19,0
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2026-04-13,3
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-09-12,6
payflow,I gave up and opened an account with a competitor instead.,2,2026-04-17,0
fittrack,Export produces a file that no other fitness app will read. And then i have started logging runs manually afterwards because the tracking cannot be trusted.,1,2026-01-02,5
payflow,Account locked for a security check with no way to speak to anyone. But transfer failed but the money left my account and has not come back.,1,2025-12-27,2
payflow,I use my bank's own app now because at least the transfers complete. And then stuck in an endless identity verification loop that never completes.,1,2025-04-05,1
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. And then no autosave means one crash costs me a whole meeting's notes.",1,2026-02-14,0
payflow,Had to complain publicly before anyone responded to me.,2,2025-11-14,13
nimbus,Lost an hour of writing when the app crashed without saving. And then i have taken to copying important notes into a plain text file as a backup. Nobody seems to be looking at it.,2,2025-04-27,1
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,3,2026-05-19,61
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,2,2025-02-14,0
payflow,I use my bank's own app now because at least the transfers complete.,1,2025-12-04,4
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-08-29,8
payflow,Had to complain publicly before anyone responded to me.,3,2025-08-13,0
fittrack,Interface is clear and logging a session takes seconds.,5,2025-04-21,75
payflow,Much cheaper than my bank for international payments.,5,2026-06-15,0
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",1,2025-12-07,0
nimbus,"Paying for a plan and still hitting a device limit is not acceptable. And then i now write everything in another app first and paste it in, which defeats the point.",2,2025-05-22,13
nimbus,Cancelled the subscription and was billed again the following month.,2,2025-08-02,7
fittrack,The route map shows me running through buildings and across a river.,2,2025-10-27,3
fittrack,Workouts on my watch never make it into the phone app.,2,2025-05-15,0
payflow,Much cheaper than my bank for international payments.,4,2025-03-25,13
nimbus,I know the word is in there but search returns nothing. But paying for a plan and still hitting a device limit is not acceptable. Otherwise a decent app.,2,2025-05-19,0
payflow,I compare against another provider before every transfer now.,2,2025-09-28,2
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2025-09-26,1
nimbus,"Simple, quick and does exactly what I need day to day. Nobody seems to be looking at it.",5,2025-12-29,0
payflow,Uploaded my documents four times and each time it asks again.,1,2026-04-03,3
fittrack,"Background tracking eats power even when I am not exercising. On top of that distance is wrong every single time, so i now carry a separate watch. Nobody seems to be looking at it.",1,2025-11-26,20
nimbus,Love the markdown support and the keyboard shortcuts. Please fix this.,5,2025-02-05,5
nimbus,I know the word is in there but search returns nothing.,2,2025-09-01,128
payflow,"Had to complain publicly before anyone responded to me. But charged a fee for a transfer that then failed, and the fee was not refunded.",3,2026-06-02,1
nimbus,The sync spinner runs forever and then just stops without an error.,1,2026-02-09,1
payflow,The chat bot loops back to the same articles and there is no human option.,3,2025-09-30,0
fittrack,I screenshot my stats each month because there is no proper export. This has been going on for months now.,2,2025-06-25,0
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-06-16,0
fittrack,Export produces a file that no other fitness app will read. Nobody seems to be looking at it.,1,2026-03-08,4
payflow,Transfer failed but the money left my account and has not come back. Very frustrating.,1,2025-05-12,0
payflow,Uploaded my documents four times and each time it asks again. On top of that the exchange rate at confirmation is worse than the one advertised.,1,2025-07-26,3
nimbus,"Simple, quick and does exactly what I need day to day. Very frustrating.",5,2026-04-28,1
payflow,I gave up and opened an account with a competitor instead.,1,2025-03-28,0
nimbus,"Finding an old note takes longer than rewriting it. And then i now write everything in another app first and paste it in, which defeats the point.",3,2026-04-23,16
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,3,2025-03-05,7
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",1,2026-04-05,3
fittrack,Export produces a file that no other fitness app will read.,2,2026-06-18,0
nimbus,"Best note app I have used, genuinely fast to open. Nobody seems to be looking at it.",5,2025-11-03,9
fittrack,I screenshot my stats each month because there is no proper export. Nobody seems to be looking at it.,2,2025-11-28,3
fittrack,I screenshot my stats each month because there is no proper export. Happens on both my devices.,3,2025-05-29,5
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,2,2026-04-02,0
fittrack,I keep a power bank in my pocket now just to finish a long ride.,2,2026-06-01,0
nimbus,Refund request has gone unanswered for two weeks. Happens on both my devices.,3,2026-03-06,6
payflow,Fees are not shown until after the transfer is authorised.,2,2025-02-19,0
payflow,I gave up and opened an account with a competitor instead.,2,2025-05-11,12
fittrack,Years of training history locked in with no export button anywhere.,2,2026-05-17,0
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2026-04-06,0
fittrack,Export produces a file that no other fitness app will read.,3,2026-02-11,0
payflow,The exchange rate at confirmation is worse than the one advertised. On top of that no phone number anywhere for an issue involving actual money.,2,2025-03-17,1
payflow,The chat bot loops back to the same articles and there is no human option.,1,2025-11-15,2
payflow,Fees are not shown until after the transfer is authorised.,2,2026-04-15,1
fittrack,Background tracking eats power even when I am not exercising.,2,2025-07-25,9
payflow,No phone number anywhere for an issue involving actual money.,1,2025-11-13,23
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2025-06-05,0
payflow,I compare against another provider before every transfer now.,1,2026-05-02,8
payflow,I use my bank's own app now because at least the transfers complete. On top of that support has not replied to my ticket in three weeks.,1,2025-09-24,0
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2025-04-08,37
payflow,Sent a payment that shows as pending five days later with no explanation. And then support has not replied to my ticket in three weeks.,1,2025-07-21,4
nimbus,My notes stopped syncing between my laptop and my phone three days ago.,1,2025-06-20,0
fittrack,Interface is clear and logging a session takes seconds. Nobody seems to be looking at it.,5,2026-04-03,8
fittrack,I keep a power bank in my pocket now just to finish a long ride.,2,2025-06-08,0
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. Also finding an old note takes longer than rewriting it.",1,2026-05-13,2
fittrack,The training plans are genuinely well designed and easy to follow.,5,2025-12-12,1
payflow,Uploaded my documents four times and each time it asks again.,1,2025-03-24,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2025-04-24,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-09-28,0
payflow,"When it works the transfer arrives within minutes, which is impressive. This has been going on for months now.",5,2025-11-05,0
fittrack,Phone gets hot and the battery is dead before I get home.,2,2026-04-21,1
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-03-27,18
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",1,2026-05-24,0
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,1,2025-09-27,0
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-11-01,0
fittrack,Years of training history locked in with no export button anywhere.,2,2026-06-29,5
payflow,Setting up a new recipient is quick and painless.,5,2025-01-11,4
nimbus,Refund request has gone unanswered for two weeks.,3,2026-01-31,3
nimbus,Refund request has gone unanswered for two weeks.,3,2025-07-02,0
nimbus,Finding an old note takes longer than rewriting it.,3,2026-01-07,0
payflow,Stuck in an endless identity verification loop that never completes.,1,2025-07-30,12
payflow,Clean app and the recipient management is well done. Otherwise a decent app.,4,2025-12-17,1
payflow,"The app said the transfer succeeded, the recipient never received anything. Also no phone number anywhere for an issue involving actual money.",1,2025-08-15,8
fittrack,Years of training history locked in with no export button anywhere. Also background tracking eats power even when i am not exercising.,1,2025-11-19,5
fittrack,"It takes four minutes to get a GPS lock, by which point I have started. Very frustrating.",1,2026-02-08,0
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2025-01-26,0
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2025-07-14,3
payflow,The exchange rate at confirmation is worse than the one advertised. On top of that i gave up and opened an account with a competitor instead.,2,2025-05-27,1
payflow,I gave up and opened an account with a competitor instead. And then sent a payment that shows as pending five days later with no explanation.,1,2026-01-29,0
payflow,Clean app and the recipient management is well done.,5,2025-04-19,0
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2025-08-07,24
payflow,Setting up a new recipient is quick and painless.,5,2026-04-27,6
nimbus,Finding an old note takes longer than rewriting it.,1,2026-06-29,18
payflow,Had to complain publicly before anyone responded to me. And then i use my bank's own app now because at least the transfers complete. Very frustrating.,1,2026-04-02,1
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2025-07-06,96
payflow,Fees are not shown until after the transfer is authorised.,3,2026-01-10,0
payflow,Had to complain publicly before anyone responded to me. On top of that stuck in an endless identity verification loop that never completes.,2,2026-01-15,1
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2026-04-14,0
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-08-10,6
fittrack,GPS drifts badly so a five kilometre run is logged as seven.,1,2026-06-27,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer. On top of that paying for a plan and still hitting a device limit is not acceptable.",1,2026-01-15,0
nimbus,The upgrade screen does not say what the free tier actually loses.,2,2025-08-11,0
payflow,Had to complain publicly before anyone responded to me. But money disappeared for six days before reappearing with no message.,1,2026-01-29,1
fittrack,Background tracking eats power even when I am not exercising.,1,2025-06-17,9
fittrack,Workouts on my watch never make it into the phone app. But background tracking eats power even when i am not exercising. Genuinely considering switching.,2,2026-05-30,0
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2025-11-04,5
payflow,Support has not replied to my ticket in three weeks. Nobody seems to be looking at it.,2,2026-03-21,0
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-10-25,1
fittrack,Export produces a file that no other fitness app will read.,3,2025-04-12,2
payflow,Stuck in an endless identity verification loop that never completes. And then money disappeared for six days before reappearing with no message.,1,2025-07-28,12
payflow,"Had to complain publicly before anyone responded to me. But the app said the transfer succeeded, the recipient never received anything.",3,2026-01-05,0
payflow,I use my bank's own app now because at least the transfers complete.,1,2026-03-01,114
payflow,"When it works the transfer arrives within minutes, which is impressive. Please fix this.",5,2025-11-22,8
payflow,Stuck in an endless identity verification loop that never completes.,1,2025-06-12,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-07-15,5
fittrack,"I export from the watch app and import here manually, which is ridiculous. Otherwise a decent app.",3,2026-03-17,6
nimbus,Cancelled the subscription and was billed again the following month.,1,2025-11-10,9
payflow,Stuck in an endless identity verification loop that never completes.,2,2025-07-20,0
fittrack,"Export produces a file that no other fitness app will read. But it takes four minutes to get a gps lock, by which point i have started.",2,2025-09-03,1
fittrack,The watch and the app disagree about how many steps I took today.,2,2025-08-31,0
fittrack,"It takes four minutes to get a GPS lock, by which point I have started. On top of that tracking a one hour walk drains forty percent of my battery.",2,2026-03-15,0
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-06-28,0
nimbus,I know the word is in there but search returns nothing.,1,2025-05-22,0
payflow,Verification rejected my passport twice with no reason given. Otherwise a decent app.,1,2025-01-19,6
payflow,"No phone number anywhere for an issue involving actual money. On top of that the app said the transfer succeeded, the recipient never received anything.",2,2025-02-23,0
payflow,Had to complain publicly before anyone responded to me.,3,2025-08-09,6
payflow,Money disappeared for six days before reappearing with no message.,1,2026-03-22,6
nimbus,"Searching only matches titles, never the body, so I scroll manually instead. Also sync silently fails and i only notice when a note is missing at work.",2,2025-04-27,1
fittrack,"Heart rate data is missing from half of my recorded sessions. But distance is wrong every single time, so i now carry a separate watch.",2,2025-05-25,1
payflow,Much cheaper than my bank for international payments. Nobody seems to be looking at it.,5,2026-06-02,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-09-21,1
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,1,2025-04-15,0
nimbus,"Simple, quick and does exactly what I need day to day. Very frustrating.",5,2025-03-24,0
fittrack,I screenshot my stats each month because there is no proper export. But pairing drops constantly and i have to re-pair the watch every week. This has been going on for months now.,2,2026-01-25,6
payflow,Much cheaper than my bank for international payments.,5,2025-03-07,8
fittrack,The watch and the app disagree about how many steps I took today.,2,2025-09-14,0
fittrack,Pairing drops constantly and I have to re-pair the watch every week. On top of that i have started logging runs manually afterwards because the tracking cannot be trusted.,2,2026-03-19,19
payflow,Fees are not shown until after the transfer is authorised. But account locked for a security check with no way to speak to anyone.,1,2025-06-15,0
payflow,Fees are not shown until after the transfer is authorised. Please fix this.,2,2025-11-19,0
payflow,No phone number anywhere for an issue involving actual money. This has been going on for months now.,2,2025-02-26,9
fittrack,Heart rate data is missing from half of my recorded sessions. Also years of training history locked in with no export button anywhere.,2,2026-04-29,0
payflow,The exchange rate at confirmation is worse than the one advertised.,2,2025-12-24,0
fittrack,The training plans are genuinely well designed and easy to follow.,5,2026-03-24,5
nimbus,I know the word is in there but search returns nothing.,2,2025-07-18,2
payflow,Account locked for a security check with no way to speak to anyone. And then i compare against another provider before every transfer now.,1,2025-09-30,0
payflow,The exchange rate at confirmation is worse than the one advertised. On top of that money disappeared for six days before reappearing with no message.,3,2025-05-23,0
nimbus,The app closed itself and my unsaved draft was simply gone. This has been going on for months now.,1,2025-09-07,2
nimbus,The sync spinner runs forever and then just stops without an error.,1,2025-11-29,13
nimbus,Finding an old note takes longer than rewriting it.,2,2025-03-04,0
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted. Please fix this.,1,2025-05-22,6
payflow,Account locked for a security check with no way to speak to anyone. Very frustrating.,2,2025-01-14,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-12-14,15
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2025-04-23,0
nimbus,Tags are useless because search ignores them completely.,1,2026-04-29,7
payflow,Fees are not shown until after the transfer is authorised.,3,2025-04-19,0
payflow,Much cheaper than my bank for international payments.,5,2026-04-07,3
payflow,Uploaded my documents four times and each time it asks again.,1,2026-02-20,2
payflow,Had to complain publicly before anyone responded to me. Very frustrating.,3,2026-05-02,0
nimbus,"I know the word is in there but search returns nothing. And then edits i make on the desktop never show up on mobile, so i email myself the text instead.",2,2026-03-23,0
fittrack,There is no way to get my own data out in a usable format. Also heart rate data is missing from half of my recorded sessions.,2,2025-11-10,0
fittrack,The watch and the app disagree about how many steps I took today.,2,2025-10-17,11
nimbus,A long note reverted to an old version and there is no history to restore from. Also i have taken to copying important notes into a plain text file as a backup.,1,2026-03-29,1
nimbus,The upgrade screen does not say what the free tier actually loses.,2,2025-03-25,0
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted. And then years of training history locked in with no export button anywhere.,2,2026-03-14,2
fittrack,Interface is clear and logging a session takes seconds. Nobody seems to be looking at it.,5,2026-01-05,0
payflow,Sent a payment that shows as pending five days later with no explanation. But account locked for a security check with no way to speak to anyone.,1,2025-08-06,0
fittrack,The training plans are genuinely well designed and easy to follow.,5,2025-11-04,13
payflow,Money disappeared for six days before reappearing with no message.,1,2026-03-15,11
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-09-05,0
payflow,Clean app and the recipient management is well done.,5,2026-03-23,5
fittrack,The training plans are genuinely well designed and easy to follow.,5,2025-12-21,33
payflow,Money disappeared for six days before reappearing with no message. Also had to complain publicly before anyone responded to me.,1,2025-06-02,0
fittrack,Heart rate data is missing from half of my recorded sessions. Nobody seems to be looking at it.,2,2025-02-09,0
nimbus,I know the word is in there but search returns nothing. And then i was charged for a yearly plan straight after the trial with no reminder. Otherwise a decent app.,1,2025-06-17,0
payflow,Clean app and the recipient management is well done.,4,2025-03-14,0
payflow,Much cheaper than my bank for international payments. Happens on both my devices.,5,2026-01-12,0
fittrack,The route map shows me running through buildings and across a river.,2,2025-05-21,2
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2025-09-25,0
fittrack,The training plans are genuinely well designed and easy to follow.,5,2025-12-16,4
fittrack,Tracking a one hour walk drains forty percent of my battery.,2,2025-07-30,2
fittrack,"Great app for keeping a streak going, the reminders work well. Happens on both my devices.",5,2025-11-24,28
nimbus,"Best note app I have used, genuinely fast to open.",4,2025-08-28,13
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-07-18,3
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-01-14,2
payflow,Stuck in an endless identity verification loop that never completes. On top of that sent a payment that shows as pending five days later with no explanation.,1,2026-01-02,17
nimbus,Clean interface and it stays out of the way when I am writing. Otherwise a decent app.,5,2025-11-08,0
nimbus,Lost an hour of writing when the app crashed without saving.,1,2025-11-01,5
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. But uploaded my documents four times and each time it asks again. Nobody seems to be looking at it.",2,2025-09-13,22
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,1,2025-09-09,3
fittrack,The route map shows me running through buildings and across a river.,1,2025-01-31,7
payflow,Stuck in an endless identity verification loop that never completes.,1,2026-04-23,1
fittrack,Years of training history locked in with no export button anywhere.,3,2025-12-31,27
payflow,I compare against another provider before every transfer now.,2,2025-07-31,3
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2026-03-20,1
fittrack,The training plans are genuinely well designed and easy to follow.,5,2026-04-17,10
nimbus,"Searching only matches titles, never the body, so I scroll manually instead. This has been going on for months now.",2,2025-04-01,0
fittrack,There is no way to get my own data out in a usable format.,1,2025-04-24,13
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-07-25,0
payflow,Much cheaper than my bank for international payments.,5,2026-03-15,3
payflow,Verification rejected my passport twice with no reason given.,1,2025-01-31,2
payflow,Verification rejected my passport twice with no reason given.,2,2025-11-20,0
nimbus,Recovered nothing after the update wiped my most recent entries.,2,2025-06-29,0
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. Also refund request has gone unanswered for two weeks.",2,2026-01-18,1
fittrack,The training plans are genuinely well designed and easy to follow.,4,2026-04-30,0
fittrack,Years of training history locked in with no export button anywhere.,2,2026-05-02,4
fittrack,"Distance is wrong every single time, so I now carry a separate watch. Genuinely considering switching.",1,2026-03-18,5
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2025-09-25,2
nimbus,"Searching only matches titles, never the body, so I scroll manually instead. But my notes stopped syncing between my laptop and my phone three days ago.",1,2025-07-16,0
fittrack,Tracking a one hour walk drains forty percent of my battery. Very frustrating.,1,2025-01-25,27
fittrack,There is no way to get my own data out in a usable format. Please fix this.,2,2025-09-27,1
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-12-26,5
nimbus,The app closed itself and my unsaved draft was simply gone.,1,2025-07-07,1
payflow,Had to complain publicly before anyone responded to me.,2,2025-09-19,1
nimbus,Finding an old note takes longer than rewriting it. But cancelled the subscription and was billed again the following month.,1,2025-10-25,0
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead.",1,2025-06-02,0
fittrack,There is no way to get my own data out in a usable format. Also phone gets hot and the battery is dead before i get home.,2,2025-05-27,2
payflow,I gave up and opened an account with a competitor instead. And then fees are not shown until after the transfer is authorised. Very frustrating.,1,2026-04-08,0
payflow,Account locked for a security check with no way to speak to anyone.,1,2025-06-20,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-02-06,0
fittrack,"I export from the watch app and import here manually, which is ridiculous.",1,2025-03-13,10
nimbus,"Searching only matches titles, never the body, so I scroll manually instead. Otherwise a decent app.",2,2025-01-26,0
nimbus,Clean interface and it stays out of the way when I am writing.,4,2025-10-18,7
payflow,"Transfer failed but the money left my account and has not come back. Also charged a fee for a transfer that then failed, and the fee was not refunded.",1,2026-01-26,0
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,2,2025-10-23,2
nimbus,Clean interface and it stays out of the way when I am writing.,5,2026-01-08,6
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-04-09,0
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead.",1,2025-09-18,5
payflow,Clean app and the recipient management is well done. Please fix this.,5,2026-03-10,16
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2025-03-09,3
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-05-06,0
fittrack,I screenshot my stats each month because there is no proper export. And then tracking a one hour walk drains forty percent of my battery.,2,2025-04-22,0
